customer_id,policy_id,claim_id,age,gender,province,monthly_income,join_date,policy_type,premium_amount,policy_status,claim_date,claim_amount,claim_status,fraud_flag,customer_id_status,claim_id_status
CUST1318,POL5318,CLM9318,34,Male,Free State,26267.79,2021-09-17,Health,1389.58,Active,2024-07-09,6639.08,Approved,No,Valid Customer ID,Valid Claim ID
CUST1319,POL5319,CLM9319,52,Unknown,Western Cape,34732.71,2021-09-16,Health,1783.02,Active,2025-04-06,21901.23,Approved,No,Valid Customer ID,Valid Claim ID
CUST1320,POL5320,CLM9320,32,Female,Gauteng,18062.95,2022-08-29,Health,0,Active,2025-07-29,10800.47,Approved,No,Valid Customer ID,Valid Claim ID
CUST1321,POL5321,CLM9321,53,Female,Eastern Cape,12499.8,2020-12-24,Health,2009.22,Lapsed,2024-03-25,8384.41,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1322,POL5322,CLM9322,34,Female,Gauteng,17801.54,2022-01-11,Auto,1461.83,Active,2025-04-13,19498.73,Approved,No,Valid Customer ID,Valid Claim ID
CUST1323,POL5323,CLM9323,49,Female,KwaZulu-Natal,31402.07,2021-11-27,Life,1025.43,Active,2025-01-10,54653.24,Approved,No,Valid Customer ID,Valid Claim ID
CUST1324,POL5324,CLM9324,40,Male,Eastern Cape,39894.57,2024-05-13,Life,750.01,Cancelled,2025-10-31,57789.88,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1325,POL5325,CLM9325,32,Female,Mpumalanga,26179.16,2022-12-02,Health,1534.47,Lapsed,2024-04-30,16687,Approved,No,Valid Customer ID,Valid Claim ID
CUST1326,POL5326,CLM9326,50,Female,Unknown,16170.82,2024-03-01,Auto,825.34,Active,2024-07-30,17435.56,Approved,No,Valid Customer ID,Valid Claim ID
CUST1327,POL5327,CLM9327,36,Female,Western Cape,23290.58,2021-10-13,Health,2377,Active,2024-09-30,19100.03,Approved,No,Valid Customer ID,Valid Claim ID
CUST1328,POL5328,CLM9328,52,Male,Western Cape,9341.12,2021-01-06,Funeral,278.36,Lapsed,2024-10-10,16569.12,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1329,POL5329,CLM9329,35,Male,Western Cape,10093.57,2023-08-12,Home,1856.73,Lapsed,2025-11-23,39402.01,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1330,POL5330,CLM9330,30,Female,Free State,54466.17,2021-12-02,Health,null,Active,2024-04-05,28122.2,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1331,POL5331,CLM9331,42,Female,North West,29213.77,2021-08-11,Health,2214.95,Active,2024-04-05,22900.5,Approved,No,Valid Customer ID,Valid Claim ID
CUST1332,POL5332,CLM9332,41,Female,KwaZulu-Natal,3500,2021-09-26,Home,1251.42,Active,2024-08-04,1219,Pending,No,Valid Customer ID,Valid Claim ID
CUST1333,POL5333,CLM9333,18,Female,North West,23515.83,2021-01-20,Life,734.13,Active,2024-12-17,55666,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1334,POL5334,CLM9334,33,Unknown,KwaZulu-Natal,36866.58,2021-11-20,Life,703.75,Lapsed,2024-06-10,57531.02,Approved,No,Valid Customer ID,Valid Claim ID
CUST1335,POL5335,CLM9335,62,Female,Limpopo,8068.44,2023-11-16,Funeral,256.26,Cancelled,2024-11-05,5502.64,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1336,POL5336,CLM9336,26,Female,KwaZulu-Natal,3500,2024-10-23,Life,1079.24,Active,2025-10-26,58785.81,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1337,POL5337,CLM9337,49,Male,Free State,22188.6,2024-10-26,Life,923.91,Active,2025-05-03,48507.16,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1338,POL5338,CLM9338,55,Female,Gauteng,34280.9,2021-03-18,Auto,1686.7,Active,2025-03-08,21025.95,Approved,No,Valid Customer ID,Valid Claim ID
CUST1339,POL5339,CLM9339,25,Male,Limpopo,42755.8,2022-09-26,Health,1677.16,Active,2024-11-16,9095.07,Approved,No,Valid Customer ID,Valid Claim ID
CUST1340,POL5340,CLM9340,45,Male,Free State,18225.2,2025-01-06,Home,1499.06,Active,2025-11-24,12816.55,Approved,No,Valid Customer ID,Valid Claim ID
CUST1341,POL5341,CLM9341,37,Male,Western Cape,31101.82,2022-01-13,Health,1480.83,Active,2024-06-04,500,Approved,No,Valid Customer ID,Valid Claim ID
CUST1342,POL5342,CLM9342,38,Female,Limpopo,31403.73,2023-06-02,Auto,1247.02,Active,2025-08-26,10614.97,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1343,POL5343,CLM9343,36,Female,North West,3500,2021-07-06,Home,1538.21,Active,2024-09-11,15430.95,Approved,No,Valid Customer ID,Valid Claim ID
CUST1344,POL5344,CLM9344,30,Female,Gauteng,51186.92,2021-12-20,Home,2172.35,Active,2025-06-14,36695.64,Approved,No,Valid Customer ID,Valid Claim ID
CUST1345,POL5345,CLM9345,45,Female,Mpumalanga,50937.04,2021-10-25,Life,570.27,Lapsed,2024-09-02,49384,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1346,POL5346,CLM9346,39,Male,Eastern Cape,17543.07,2021-12-05,Life,1081.63,Active,2024-01-13,null,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1347,POL5347,CLM9347,34,Male,Free State,null,2024-11-12,Funeral,164.86,Active,2025-11-30,16949.03,Approved,No,Valid Customer ID,Valid Claim ID
CUST1348,POL5348,CLM9348,38,Male,Gauteng,32297.74,2021-11-08,Life,null,Active,2024-03-02,51470.56,Approved,No,Valid Customer ID,Valid Claim ID
CUST1349,POL5349,CLM9349,34,Female,Free State,27116.28,2024-10-15,Home,508.12,Active,2025-09-22,500,Approved,No,Valid Customer ID,Valid Claim ID
CUST1350,POL5350,CLM9350,41,Female,KwaZulu-Natal,12737.08,2023-08-04,Life,977.63,Active,2025-07-03,24731.03,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1351,POL5351,CLM9351,47,Male,Mpumalanga,3500,2022-09-17,Life,1414.16,Active,2024-02-29,60205.94,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1352,POL5352,CLM9352,23,Female,Gauteng,35279,2024-03-08,Health,2351.82,Active,2024-05-02,7113.14,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1353,POL5353,CLM9353,54,Male,Western Cape,23137.77,2023-09-17,Health,2053.06,Active,2024-09-22,12201.69,Approved,No,Valid Customer ID,Valid Claim ID
CUST1354,POL5354,CLM9354,44,Female,KwaZulu-Natal,27194.75,2021-09-29,Home,1108.77,Active,2024-10-05,24899.53,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1356,POL5356,CLM9356,24,Female,KwaZulu-Natal,12883.69,2025-05-01,Funeral,341.83,Active,2025-06-05,19838.61,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1357,POL5357,CLM9357,30,Male,Gauteng,30845.3,2020-12-01,Health,2211.41,Active,2024-02-06,500,Approved,No,Valid Customer ID,Valid Claim ID
CUST1358,POL5358,CLM9358,27,Female,Limpopo,29767.75,2024-03-29,Health,1624.49,Active,2024-10-04,1541.04,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1359,POL5359,CLM9359,36,Male,Gauteng,21495.86,2024-08-27,Auto,1365.53,Lapsed,2025-02-14,27556,Pending,No,Valid Customer ID,Valid Claim ID
CUST1360,POL5360,CLM9360,38,Female,Mpumalanga,26498.29,2022-11-05,Health,1453.99,Active,2024-07-24,25595.49,Approved,No,Valid Customer ID,Valid Claim ID
CUST1361,POL5361,CLM9361,47,Female,Limpopo,30791.94,2021-05-27,Health,1712.66,Active,2024-07-19,19529.45,Approved,No,Valid Customer ID,Valid Claim ID
CUST1362,POL5362,CLM9362,31,Male,Western Cape,28382.39,2021-04-28,Auto,1333.42,Active,2024-12-20,18451.19,Approved,No,Valid Customer ID,Valid Claim ID
CUST1363,POL5363,CLM9363,41,Male,North West,23463.05,2024-03-13,Auto,1557,Active,2024-11-10,29357.07,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1364,POL5364,CLM9364,31,Male,Free State,31125.79,2024-05-05,Health,1772.37,Active,2025-12-29,500,Pending,No,Valid Customer ID,Valid Claim ID
CUST1365,POL5365,CLM9365,40,Male,Free State,30466.66,2020-11-24,Home,1418.04,Active,2024-03-27,32178.6,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1366,POL5366,CLM9366,42,Female,KwaZulu-Natal,20541.84,2022-12-16,Life,724.83,Active,2024-05-13,64294.74,Approved,No,Valid Customer ID,Valid Claim ID
CUST1367,POL5367,CLM9367,37,Female,Free State,39856.35,2023-05-16,Home,1994.28,Active,2024-10-05,28406,Approved,No,Valid Customer ID,Valid Claim ID
CUST1368,POL5368,CLM9368,41,Male,Western Cape,3500,2021-11-10,Home,1111.28,Active,2024-06-17,30204.44,Approved,No,Valid Customer ID,Valid Claim ID
CUST1369,POL5369,CLM9369,40,Female,KwaZulu-Natal,21240.41,2022-03-09,Life,1006.67,Cancelled,2024-11-11,40094.2,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1370,POL5370,CLM9370,24,Male,Unknown,31124.14,2024-01-03,Home,1257.39,Active,2024-12-01,20060.41,Approved,No,Valid Customer ID,Valid Claim ID
CUST1371,POL5371,CLM9371,51,Male,North West,32152,2024-03-26,Health,2273.24,Active,2024-06-27,21508.77,Approved,No,Valid Customer ID,Valid Claim ID
CUST1372,POL5372,CLM9372,32,Female,Limpopo,11810.18,2024-03-11,Auto,1647.53,Active,2024-05-04,30196.26,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1373,POL5373,CLM9373,33,Male,Western Cape,38591.91,2025-04-03,Auto,861.93,Active,2025-10-22,23257.2,Approved,No,Valid Customer ID,Valid Claim ID
CUST1374,POL5374,CLM9374,48,Female,KwaZulu-Natal,28018.56,2024-06-10,Auto,1488.4,Active,2025-03-30,null,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1375,POL5375,CLM9375,28,Female,KwaZulu-Natal,9064.88,2023-02-05,Auto,796,Active,2025-08-10,20523.36,Approved,No,Valid Customer ID,Valid Claim ID
CUST1376,POL5376,CLM9376,32,Female,Eastern Cape,14902,2023-06-21,Auto,1287.73,Active,2024-08-07,9470.61,Approved,Unknown,Valid Customer ID,Valid Claim ID
CUST1377,POL5377,CLM9377,51,Female,Western Cape,44020.1,2021-12-13,Auto,864.25,Active,2024-10-29,26979.51,Approved,No,Valid Customer ID,Valid Claim ID
CUST1378,POL5378,CLM9378,41,Female,Gauteng,23753.1,2022-10-10,Auto,1273.4,Active,2025-10-20,12322.16,Approved,No,Valid Customer ID,Valid Claim ID
CUST1379,POL5379,CLM9379,43,Male,Free State,24765.03,2023-05-08,Home,1165.23,Active,2025-05-11,19548.25,Approved,No,Valid Customer ID,Valid Claim ID
CUST1380,POL5380,CLM9380,27,Female,Free State,52066.57,2022-06-05,Auto,1036.28,Active,2024-01-31,6322.76,Approved,No,Valid Customer ID,Valid Claim ID
CUST1381,POL5381,CLM9381,47,Female,North West,null,2022-10-23,Home,2419.24,Cancelled,2024-04-12,25929,Pending,No,Valid Customer ID,Valid Claim ID
CUST1382,POL5382,CLM9382,36,Female,Gauteng,44703.58,2023-01-07,Home,1114.07,Cancelled,2025-02-01,25902.64,Approved,No,Valid Customer ID,Valid Claim ID
CUST1383,POL5383,CLM9383,35,Male,Western Cape,46077.83,2021-08-10,Auto,1497.62,Active,2025-01-02,30461.09,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1384,POL5384,CLM9384,46,Male,Limpopo,16255.5,2023-09-16,Home,1369.43,Lapsed,2025-07-09,25800.68,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1385,POL5385,CLM9385,34,Male,Limpopo,52167.17,2021-05-28,Life,1039.06,Active,2024-12-05,52655.78,Approved,No,Valid Customer ID,Valid Claim ID
CUST1386,POL5386,CLM9386,43,Male,North West,39728.7,2024-06-29,Home,1050.86,Cancelled,2024-11-27,23292.12,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1387,POL5387,CLM9387,46,Male,Unknown,50628.2,2021-04-02,Home,1496.78,Lapsed,2025-01-17,34441.28,Pending,No,Valid Customer ID,Valid Claim ID
CUST1388,POL5388,CLM9388,35,Male,North West,14826,2021-07-23,Health,1618.63,Active,2025-03-23,17747.34,Approved,No,Valid Customer ID,Valid Claim ID
CUST1389,POL5389,CLM9389,29,Female,Western Cape,28497.93,2023-08-22,Home,null,Active,2025-09-20,36337.24,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1390,POL5390,CLM9390,36,Male,Unknown,19930.13,2020-09-16,Health,1680.3,Active,2024-01-02,500,Approved,No,Valid Customer ID,Valid Claim ID
CUST1391,POL5391,CLM9391,49,Male,Western Cape,35376.57,2020-12-14,Life,1077.54,Cancelled,2024-08-14,18986.31,Pending,No,Valid Customer ID,Valid Claim ID
CUST1392,POL5392,CLM9392,45,Female,Western Cape,26198.77,2023-11-16,Health,1809.53,Active,2024-11-23,15277.09,Approved,Unknown,Valid Customer ID,Valid Claim ID
CUST1393,POL5393,CLM9393,65,Male,North West,44579.59,2022-02-22,Health,2167.08,Active,2024-03-10,11352.66,Approved,No,Valid Customer ID,Valid Claim ID
CUST1394,POL5394,CLM9394,56,Male,Gauteng,28270.82,2022-01-24,Auto,934,Active,2024-06-19,27099.48,Approved,No,Valid Customer ID,Valid Claim ID
CUST1395,POL5395,CLM9395,44,Female,North West,34941.27,2021-11-20,Life,1351.08,Active,2025-08-14,46760.64,Approved,No,Valid Customer ID,Valid Claim ID
CUST1396,POL5396,CLM9396,36,Male,Western Cape,null,2022-03-10,Health,2276.98,Lapsed,2024-01-21,1840.01,Approved,No,Valid Customer ID,Valid Claim ID
CUST1397,POL5397,CLM9397,28,Male,KwaZulu-Natal,31493.67,2021-01-22,Health,1948.34,Lapsed,2024-03-17,17164.7,Approved,No,Valid Customer ID,Valid Claim ID
CUST1398,POL5398,CLM9398,38,Male,North West,44834.32,2021-08-02,Life,1019.77,Active,2024-02-01,null,Approved,No,Valid Customer ID,Valid Claim ID
CUST1399,POL5399,CLM9399,18,Male,Free State,null,2022-02-26,Auto,1257,Active,2024-07-13,5991.94,Approved,No,Valid Customer ID,Valid Claim ID
CUST1400,POL5400,CLM9400,44,Female,Mpumalanga,27196.46,2022-09-15,Health,1675.25,Active,2025-07-16,23418.44,Approved,No,Valid Customer ID,Valid Claim ID
CUST1401,POL5401,CLM9401,46,Female,Unknown,16744.72,2022-11-28,Health,1951.35,Active,2025-09-06,10733.56,Approved,No,Valid Customer ID,Valid Claim ID
CUST1402,POL5402,CLM9402,17,Male,Limpopo,31377.36,2022-07-07,Auto,1380,Active,2024-04-28,6729.8,Approved,No,Valid Customer ID,Valid Claim ID
CUST1403,POL5403,CLM9403,33,Female,Eastern Cape,17377.29,2023-12-20,Funeral,432.27,Active,2025-01-31,10823.2,Approved,No,Valid Customer ID,Valid Claim ID
CUST1404,POL5404,CLM9404,32,Female,North West,34711.05,2023-05-22,Auto,431.31,Active,2024-09-26,40265,Approved,No,Valid Customer ID,Valid Claim ID
CUST1405,POL5405,CLM9405,33,Male,Western Cape,16434.43,2021-11-06,Home,841.9,Active,2024-12-18,62922.32,Approved,No,Valid Customer ID,Valid Claim ID
CUST1406,POL5406,CLM9406,25,Male,Gauteng,31260.15,2021-07-26,Home,1794.5,Lapsed,2025-07-02,15771.36,Approved,No,Valid Customer ID,Valid Claim ID
CUST1407,POL5407,CLM9407,45,Female,Limpopo,21361.51,2021-03-14,Health,3065.71,Active,2024-02-05,7444.4,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1408,POL5408,CLM9408,20,Male,KwaZulu-Natal,12319.34,2023-03-15,Funeral,226.71,Active,2024-06-20,7079.05,Pending,No,Valid Customer ID,Valid Claim ID
CUST1409,POL5409,CLM9409,41,Male,Gauteng,16470.51,2024-11-06,Health,2895.17,Cancelled,2025-10-04,20501.26,Approved,No,Valid Customer ID,Valid Claim ID
CUST1410,POL5410,CLM9410,57,Female,North West,32273.4,2021-11-20,Funeral,296.17,Cancelled,2025-02-01,852.48,Approved,No,Valid Customer ID,Valid Claim ID
CUST1411,POL5411,CLM9411,55,Female,Mpumalanga,43713.24,2022-05-22,Life,950.79,Cancelled,2025-12-18,41299,Approved,No,Valid Customer ID,Valid Claim ID
CUST1412,POL5412,CLM9412,58,Female,KwaZulu-Natal,42560.87,2023-08-10,Health,1299.23,Active,2024-04-12,18319.36,Approved,No,Valid Customer ID,Valid Claim ID
CUST1413,POL5413,CLM9413,36,Male,Mpumalanga,42841.26,2022-07-06,Funeral,335.2,Lapsed,2024-09-27,20715.47,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1414,POL5414,CLM9414,35,Female,Gauteng,48338.58,2021-12-09,Auto,1885.06,Active,2025-11-28,4948.57,Approved,No,Valid Customer ID,Valid Claim ID
CUST1415,POL5415,CLM9415,25,Female,North West,40419.12,2022-08-02,Life,1091.21,Active,2024-10-02,88057.97,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1416,POL5416,CLM9416,37,Female,Mpumalanga,35934.8,2022-12-01,Health,2070.62,Active,2024-04-10,8609.92,Approved,No,Valid Customer ID,Valid Claim ID
CUST1417,POL5417,CLM9417,47,Female,North West,10160.75,2021-12-20,Auto,1716.97,Active,2024-07-11,24968.7,Approved,No,Valid Customer ID,Valid Claim ID
CUST1418,POL5418,CLM9418,18,Female,Eastern Cape,56590.49,2024-06-21,Home,1269.2,Lapsed,2025-06-11,13616.4,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1419,POL5419,CLM9419,53,Female,Western Cape,28203.13,2023-04-29,Home,1842.3,Active,2024-06-26,45486.62,Approved,No,Valid Customer ID,Valid Claim ID
CUST1420,POL5420,CLM9420,44,Male,Gauteng,4308.21,2024-10-11,Auto,1290,Active,2025-12-22,17790.67,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1421,POL5421,CLM9421,42,Female,Free State,24201.59,2022-03-22,Life,1127.34,Active,2025-01-16,63844.41,Approved,No,Valid Customer ID,Valid Claim ID
CUST1422,POL5422,CLM9422,47,Male,Eastern Cape,null,2020-10-12,Life,944.86,Active,2024-09-21,17003.27,Approved,No,Valid Customer ID,Valid Claim ID
CUST1423,POL5423,CLM9423,39,Male,Free State,42520.22,2023-04-12,Auto,1467.05,Lapsed,2024-08-07,7842.08,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1424,POL5424,CLM9424,39,Male,Mpumalanga,18009.81,2025-10-12,Life,602.01,Active,2025-11-29,24808.48,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1425,POL5425,CLM9425,50,Male,Western Cape,35023.59,2021-03-03,Life,1050.06,Active,2024-11-08,46459.49,Approved,No,Valid Customer ID,Valid Claim ID
CUST1426,POL5426,CLM9426,38,Female,North West,8340.65,2021-11-18,Health,-250,Active,2025-06-17,955.21,Approved,No,Valid Customer ID,Valid Claim ID
CUST1427,POL5427,CLM9427,46,Male,Gauteng,18429.12,2021-10-27,Life,987.4,Active,2025-01-18,53164.54,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1428,POL5428,CLM9428,44,Female,Mpumalanga,38205.18,2021-02-07,Life,806.47,Active,2024-10-10,47222.64,Approved,No,Valid Customer ID,Valid Claim ID
CUST1429,POL5429,CLM9429,47,Female,Mpumalanga,32558.09,2023-08-09,Life,1079.53,Cancelled,2024-07-11,97527.12,Approved,No,Valid Customer ID,Valid Claim ID
CUST1430,POL5430,CLM9430,42,Male,Gauteng,3500,2023-12-24,Home,2038.13,Lapsed,2025-11-07,29718.74,Approved,No,Valid Customer ID,Valid Claim ID
CUST1431,POL5431,CLM9431,34,Male,Eastern Cape,14067.56,2024-10-22,Funeral,335.01,Active,2025-02-01,16205.06,Approved,No,Valid Customer ID,Valid Claim ID
CUST1432,POL5432,CLM9432,50,Male,North West,3500,2021-06-27,Home,2379.03,Active,2025-05-02,3841.12,Approved,No,Valid Customer ID,Valid Claim ID
CUST1433,POL5433,CLM9433,50,Female,Western Cape,23283.47,2021-07-20,Home,1370.43,Lapsed,2024-04-09,39918.08,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1434,POL5434,CLM9434,27,Male,North West,28872.64,2022-06-03,Life,906.18,Active,2024-11-10,35873.84,Approved,No,Valid Customer ID,Valid Claim ID
CUST1435,POL5435,CLM9435,58,Female,North West,28188.31,2024-12-08,Auto,1271.3,Active,2025-04-26,21950.45,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1436,POL5436,CLM9436,27,Male,Eastern Cape,24402.77,2022-01-06,Funeral,371.59,Active,2025-01-25,17926.59,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1437,POL5437,CLM9437,49,Male,Western Cape,27813.74,2022-12-13,Auto,1140.06,Active,2025-08-06,12884,Approved,No,Valid Customer ID,Valid Claim ID
CUST1438,POL5438,CLM9438,34,Male,KwaZulu-Natal,17658.24,2025-05-16,Health,3313.55,Active,2025-10-11,21528.69,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1439,POL5439,CLM9439,96,Male,Western Cape,38137.91,2023-03-18,Health,3652.75,Active,2025-09-21,500,Approved,No,Valid Customer ID,Valid Claim ID
CUST1440,POL5440,CLM9440,31,Female,Free State,37226.76,2022-05-21,Funeral,203.97,Active,2024-07-23,16740.13,Approved,No,Valid Customer ID,Valid Claim ID
CUST1441,POL5441,CLM9441,22,Female,Limpopo,15145.03,2020-08-30,Auto,null,Active,2024-08-19,20648.6,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1442,POL5442,CLM9442,36,Female,Western Cape,43149.57,2023-11-05,Auto,1304.84,Active,2024-03-07,29720.38,Approved,No,Valid Customer ID,Valid Claim ID
CUST1443,POL5443,CLM9443,22,Female,Eastern Cape,24912.46,2025-02-03,Home,1060.72,Active,2025-12-04,19786.91,Approved,No,Valid Customer ID,Valid Claim ID
CUST1444,POL5444,CLM9444,44,Female,North West,3543.46,2024-12-10,Home,2136.99,Active,2025-02-17,21834,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1445,POL5445,CLM9445,27,Male,Limpopo,33989.4,2021-04-19,Home,2353.69,Active,2025-01-10,33365.25,Approved,No,Valid Customer ID,Valid Claim ID
CUST1446,POL5446,CLM9446,40,Female,Mpumalanga,44271.63,2020-05-05,Home,1192.77,Active,2024-02-19,26742.6,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1447,POL5447,CLM9447,36,Male,KwaZulu-Natal,7035.75,2024-05-22,Health,1917.82,Active,2025-04-30,3230.24,Approved,No,Valid Customer ID,Valid Claim ID
CUST1448,POL5448,CLM9448,67,Male,Mpumalanga,3500,2022-04-08,Health,1765.72,Active,2025-09-29,18738.38,Approved,No,Valid Customer ID,Valid Claim ID
CUST1449,POL5449,CLM9449,24,Female,KwaZulu-Natal,3500,2021-06-04,Life,975.71,Active,2024-04-18,58194.98,Approved,No,Valid Customer ID,Valid Claim ID
CUST1450,POL5450,CLM9450,25,Male,Mpumalanga,22437.47,2023-05-31,Home,null,Cancelled,2025-02-23,19681.62,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1451,POL5451,CLM9451,30,Male,Eastern Cape,40266.44,2021-01-04,Health,2486.76,Active,2024-04-23,12271.22,Approved,No,Valid Customer ID,Valid Claim ID
CUST1452,POL5452,CLM9452,37,Male,KwaZulu-Natal,37182.49,2021-01-09,Home,801.71,Active,2024-09-19,34255.2,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1453,POL5453,CLM9453,38,Female,Mpumalanga,44575.82,2022-05-26,Health,2063.98,Active,2024-02-10,18045.33,Approved,No,Valid Customer ID,Valid Claim ID
CUST1455,POL5455,CLM9455,38,Male,North West,37235.1,2022-02-02,Health,1651.14,Active,2024-04-05,9387,Approved,No,Valid Customer ID,Valid Claim ID
CUST1456,POL5456,CLM9456,34,Male,KwaZulu-Natal,20997.23,2021-02-17,Health,3082.04,Cancelled,2025-01-29,27678.7,Approved,No,Valid Customer ID,Valid Claim ID
CUST1457,POL5457,CLM9457,18,Female,Unknown,38432.11,2023-10-14,Auto,1396.96,Active,2024-06-12,27705.42,Approved,No,Valid Customer ID,Valid Claim ID
CUST1458,POL5458,CLM9458,37,Female,Eastern Cape,18876.55,2020-02-29,Auto,581.97,Active,2024-01-30,4870.83,Approved,No,Valid Customer ID,Valid Claim ID
CUST1459,POL5459,CLM9459,36,Male,Eastern Cape,26015.39,2023-09-11,Funeral,493.46,Active,2024-02-17,4982.78,Approved,No,Valid Customer ID,Valid Claim ID
CUST1460,POL5460,CLM9460,30,Female,Gauteng,18738.42,2022-05-14,Home,1324.76,Active,2025-08-13,41504.72,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1462,POL5462,CLM9462,34,Male,Gauteng,4603.62,2022-06-15,Auto,2062.56,Cancelled,2025-04-25,21862.91,Approved,No,Valid Customer ID,Valid Claim ID
CUST1463,POL5463,CLM9463,39,Male,Eastern Cape,42684.1,2024-02-03,Health,2565.07,Active,2025-06-03,12251.93,Approved,Unknown,Valid Customer ID,Valid Claim ID
CUST1464,POL5464,CLM9464,42,Female,Free State,14025.03,2023-01-05,Home,1431.46,Active,2025-08-09,9821.88,Approved,No,Valid Customer ID,Valid Claim ID
CUST1465,POL5465,CLM9465,59,Female,Eastern Cape,42322.79,2023-05-24,Health,2334.68,Cancelled,2024-01-19,21489.16,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1466,POL5466,CLM9466,30,Male,Gauteng,33357.15,2023-12-31,Home,1475.5,Lapsed,2025-10-14,23433.5,Pending,No,Valid Customer ID,Valid Claim ID
CUST1467,POL5467,CLM9467,43,Male,Eastern Cape,31088,2021-12-30,Funeral,429.14,Active,2024-08-16,500,Approved,No,Valid Customer ID,Valid Claim ID
CUST1468,POL5468,CLM9468,37,Female,North West,23435.83,2024-07-12,Home,null,Active,2024-08-15,29933.73,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1469,POL5469,CLM9469,30,Female,North West,33135.4,2022-01-06,Home,1734.3,Active,2024-05-23,21922.89,Approved,No,Valid Customer ID,Valid Claim ID
CUST1470,POL5470,CLM9470,47,Male,Limpopo,20166.35,2022-07-23,Auto,358.44,Lapsed,2024-07-14,32898,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1471,POL5471,CLM9471,37,Male,Eastern Cape,43795.36,2025-04-17,Health,1616.52,Active,2025-05-25,11561.77,Approved,No,Valid Customer ID,Valid Claim ID
CUST1472,POL5472,CLM9472,33,Male,Free State,7892.45,2020-07-15,Home,2200.25,Active,2024-06-30,10172.38,Approved,No,Valid Customer ID,Valid Claim ID
CUST1473,POL5473,CLM9473,40,Male,KwaZulu-Natal,46832.07,2023-03-06,Health,1800.82,Active,2025-05-31,7486.43,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1474,POL5474,CLM9474,25,Male,Mpumalanga,25644.37,2023-07-09,Health,1052.12,Active,2024-05-16,8800.8,Approved,No,Valid Customer ID,Valid Claim ID
CUST1475,POL5475,CLM9475,38,Female,North West,24959.78,2023-04-22,Home,661.39,Cancelled,2024-07-24,27044.2,Approved,No,Valid Customer ID,Valid Claim ID
CUST1476,POL5476,CLM9476,48,Female,North West,33572.68,2021-08-05,Funeral,416.71,Active,2024-07-01,10376.97,Approved,No,Valid Customer ID,Valid Claim ID
CUST1477,POL5477,CLM9477,34,Female,Unknown,10992.71,2023-06-14,Home,1576.37,Active,2025-11-14,19111.01,Approved,No,Valid Customer ID,Valid Claim ID
CUST1478,POL5478,CLM9478,45,Female,Free State,47768.38,2024-01-11,Home,1153.34,Active,2024-05-28,21393.5,Approved,No,Valid Customer ID,Valid Claim ID
