Customer_ID,Age,Gender,Province,Monthly_Income,Join_Date,Policy_ID,Policy_Type,Premium_Amount,Policy_Status,Claim_ID,Claim_Date,Claim_Amount,Claim_Status,Fraud_Flag
CUST1386,43,Male,North West,39728.7,2024-06-29,POL5386,Home,1050.86,Cancelled,CLM9386,2024-11-27,23292.12,REJECTED,Yes
CUST1387,46,Male,,50628.2,2021-04-02,POL5387,Home,1496.78,Lapsed,CLM9387,2025/01/17,34441.28,Pending,No
CUST1388,35,Male,North West,14826,2021-07-23,POL5388,Health,1618.63,Active,CLM9388,2025-03-23,17747.34,Approved,No
CUST1389,29,Female,western cape,28497.93,2023-08-22,POL5389,Home,,Active,CLM9389,09-20-2025,36337.24,Rejected,No
CUST1390,36,male,,19930.13,2020-09-16,POL5390,Health,1680.3,Active,CLM9390,2024-01-02,500.0,Approved,No
CUST1391,49,male,Western Cape,35376.57,2020-12-14,POL5391,Life,1077.54,cancelled,CLM9391,2024-08-14,"R 18,986.31",Pending,N
CUST1392,45,Female,Western Cape, 26198.77 ,2023-11-16,POL5392,HEALTH,1809.53,Active,CLM9392,2024-11-23,15277.09,Approved,
CUST1393,65,male,North West,44579.59,2022-02-22,POL5393,Health,2167.08,Active,CLM9393,2024-03-10,11352.66, Approved ,N
CUST1394,56,Male,Gauteng,"R 28,270.82",2022-01-24,POL5394,Auto,934,Active,CLM9394,2024-06-19,"27,099.48",Approved,No
CUST1395,44,Female,North West,34941.27,2021-11-20,POL5395,Life,"R 1,351.08",Active,CLM9395,2025-08-14,46760.64,Approved,No
CUST1396,36,Male,Western Cape,,2022-03-10,POL5396,Health,2276.98,Lapsed,CLM9396,2024-01-21,1840.01,Approved,No
CUST1397,28,Male,KwaZulu-Natal,31493.67,2021-01-22,POL5397,Medical,1948.34,Lapsed,CLM9397,2024-03-17,17164.7,Approved,No
CUST1398,38,Male,NW,44834.32,2021-08-02,POL5398,Life,1019.77,ACTIVE,CLM9398,2024-02-01,,Approved,No
CUST1399,18,Male,Free State,,02-26-2022,POL5399,Auto,1257,Active,CLM9399,2024-07-13,5991.94,Approved,No
CUST1400,44,Female,Mpumalanga,27196.46,2022-09-15,POL5400,Health,1675.25,Active,CLM9400,2025-07-16,23418.44,Approved,0
CUST1401,46,Female,,16744.72,2022-11-28,POL5401,HEALTH,1951.35,Active,CLM9401,2025-09-06,10733.56,Approved,No
CUST1402,17,Male,Limpopo,31377.36,2022-07-07,POL5402,Auto,1380,Active,CLM9402,2024-04-28,6729.8, Approved ,No
CUST1403,33,Female,EC, 17377.29 ,2023-12-20,POL5403,Funeral,432.27, Active ,CLM9403,2025/01/31,10823.2,Approved,No
CUST1404,32,Female,North West,34711.05,2023-05-22,POL5404,Auto,431.31,Active,CLM9404,2024-09-26,40265,Approved,No
CUST1405,33,Male,western cape,16434.43,2021-11-06,POL5405,Home,841.90,Active,CLM9405,18-Dec-2024,"R 62,922.32",APPROVED,No
CUST1406,25,Male,Gauteng,31260.15,07-26-2021,POL5406,Home,1794.5,Lapsed,CLM9406,02-Jul-2025,15771.36,Approved,No
CUST1407,45,female,Limpopo,21361.51,2021-03-14,POL5407,Health,3065.71,active,CLM9407,2024-02-05,7444.4,Rejected,No
CUST1408,20,Male,KwaZulu-Natal,12319.34,2023-03-15,POL5408,Funeral,226.71,Active,CLM9408,2024-06-20,7079.05,Pending,No
CUST1409,41,Male,Gauteng,16470.51,2024-11-06,POL5409,Health,2895.17,Cancelled,CLM9409,04/10/2025,"20,501.26",Approved,No
CUST1410,57,Female,North West, 32273.40 ,2021-11-20,POL5410,Funeral,R 296.17,Cancelled,CLM9410,2025-02-01, 852.48 ,Approved,No
CUST1411,55,Female,Mpumalanga,43713.24,2022-05-22,POL5411,Life,950.79,Cancelled,CLM9411,2025-12-18,41299,Approved,No
CUST1412,58,Female,KwaZulu-Natal,42560.87,08-10-2023,POL5412,Health,"1,299.23", Active ,CLM9412,2024-04-12,18319.36,Approved,NO
CUST1413,36,Male,Mpumalanga,42841.26,2022-07-06,POL5413,Funeral,335.2,Lapsed,CLM9413,2024-09-27,20715.47,Rejected,No
CUST1414,35,Female,Gauteng,48338.58,2021-12-09,POL5414,Auto,1885.06,Active,CLM9414,2025-11-28,4948.57,Approved,No
CUST1415,25,Female,North West,40419.12,2022-08-02,POL5415,Life,1091.21,Active,CLM9415,2024-10-02,88057.97,Approved,Yes
CUST1416,37,Female,Mpumalanga,35934.8,2022-12-01,POL5416,Health,2070.62,Active,CLM9416,2024/04/10,8609.92,Approved,No
CUST1417,47,Female,North West,10160.75,2021-12-20,POL5417,Auto,1716.97,Active,CLM9417,2024-07-11,24968.7,Approved,No
CUST1418,18,Female,Eastern Cape,56590.49,2024-06-21,POL5418,home ,1269.2,Lapsed,CLM9418,2025-06-11,13616.4,Rejected,Yes
CUST1419,53,Female,Western Cape,28203.13,2023-04-29,POL5419,HOME,1842.3,Active,CLM9419,2024-06-26,45486.62,Approved,No
CUST1420,44,Male,gauteng,4308.21,2024-10-11,POL5420,auto ,1290, Active ,CLM9420,2025/12/22,17790.67,Rejected,No
CUST1421,42,Female,Free State,"R 24,201.59",2022-03-22,POL5421,Life,1127.34,ACTIVE,CLM9421,2025-01-16,63844.41,Approved,No
CUST1422,47,Male,Eastern Cape,,2020-10-12,POL5422,Life,944.86,Active,CLM9422,2024-09-21,17003.27,Approved,No
CUST1423,39,Male,Free State,42520.22,12/04/2023,POL5423,Auto,1467.05,Lapsed,CLM9423,2024-08-07,7842.08,Rejected,No
CUST1424,39,Male,Mpumalanga,18009.81,2025-10-12,POL5424,Life,602.01,Active,CLM9424,2025-11-29,24808.48,Rejected,NO
CUST1425,50,M,western cape,35023.59,2021-03-03,POL5425,Life,1050.06,Active,CLM9425,2024-11-08, 46459.49 ,APPROVED,No
CUST1426,38,Female,North West,"8,340.65",2021-11-18,POL5426,Health,-250,Active,CLM9426,2025-06-17,955.21,APPROVED,No
CUST1427,46,Male,Gauteng,18429.12,2021-10-27,POL5427,Life,987.4,Active,CLM9427,2025-01-18,"R 53,164.54",Rejected,No
CUST1428,44,Female,Mpumalanga,38205.18,2021-02-07,POL5428,Life,806.47,Active,CLM9428,2024-10-10,47222.64,Approved,No
CUST1429,47,Female,Mpumalanga,32558.09,2023-08-09,POL5429,Life,1079.53,Cancelled,CLM9429,2024-07-11,97527.12,Approved,No
CUST1430,42,Male,Gauteng,3500.0,2023-12-24,POL5430,Home,2038.13,Lapsed,CLM9430,2025-11-07,29718.74, Approved ,No
CUST1431,34,Male,Eastern Cape,14067.56,2024-10-22,POL5431,Funeral,335.01,active,CLM9431,2025-02-01,16205.06,Approved,No
CUST1432,50,Male,North West,3500.0,2021/06/27,POL5432,Home,2379.03,Active,CLM9432,02/05/2025,3841.12,Approved,No
CUST1433,50,Female,Western Cape,23283.47,2021-07-20,POL5433,Home,1370.43,Lapsed,CLM9433,2024-04-09,39918.08,rejected,Yes
CUST1434,27,Male,NW,"28,872.64",2022-06-03,POL5434,Life,906.18,Active,CLM9434,2024-11-10, 35873.84 ,Approved,No
CUST1435,58,Female,north west,28188.31,2024-12-08,POL5435,Auto,1271.3,Active,CLM9435,2025-04-26,21950.45,Rejected,No
CUST1436,27,Male,Eastern Cape,24402.77,2022-01-06,POL5436,funeral ,371.59,Active,CLM9436,2025-01-25,17926.59,rejected,0
CUST1437,49,Male,WC,27813.74,2022-12-13,POL5437,Auto,1140.06,Active,CLM9437,2025-08-06,12884,Approved,No
CUST1438,34,male,KwaZulu-Natal,17658.24,2025-05-16,POL5438,Health,3313.55,Active,CLM9438,10-11-2025,21528.69,Rejected,Yes
CUST1439,96,Male,Western Cape,38137.91,03-18-2023,POL5439,Health, 3652.75 ,Active,CLM9439,2025/09/21,R 500.00,Approved,No
CUST1440,31,Female,Free State,37226.76,2022-05-21,POL5440,Funeral,203.97,Active,CLM9440,2024-07-23,16740.13,approved,No
CUST1441,22,female,Limpopo,15145.03,2020-08-30,POL5441,Motor,,Active,CLM9441,2024-08-19, 20648.60 ,REJECTED,N
CUST1442,36,Female,Western Cape,43149.57,2023-11-05,POL5442,Auto,1304.84,Active,CLM9442,2024-03-07,29720.38,approved,No
CUST1443,22,Female,Eastern Cape,24912.46,2025-02-03,POL5443,Home,1060.72,Active,CLM9443,2025-12-04,19786.91,Approved,No
CUST1444,44,female,North West,3543.46,2024-12-10,POL5444,Home,2136.99,Active,CLM9444,17/02/2025,21834,Rejected,No
CUST1445,27,Male,Limpopo, 33989.40 ,2021-04-19,POL5445,Home,2353.69,Active,CLM9445,2025-01-10,33365.25,Approved,No
CUST1446,40,Female,Mpumalanga,44271.63,2020-05-05,POL5446,Home,1192.77,Active,CLM9446,2024-02-19,26742.6,Approved,Yes
CUST1447,36, male ,kwazulu-natal,7035.75,2024-05-22,POL5447,Health,"R 1,917.82",Active,CLM9447,2025-04-30,3230.24,Approved,No
CUST1448,67,Male,MP,3500.0,2022-04-08,POL5448,Health,1765.72,Active,CLM9448,29/09/2025,18738.38,Approved,No
CUST1449,24,Female,KwaZulu-Natal,3500.0,2021-06-04,POL5449,Life,975.71,Active,CLM9449,2024-04-18,"58,194.98",Approved,No
CUST1450,25,male,Mpumalanga,22437.47,2023/05/31,POL5450,Home,,Cancelled,CLM9450,2025/02/23,19681.62,Approved,Yes
CUST1451,30,Male,Eastern Cape,"R 40,266.44",2021-01-04,POL5451,Health,2486.76,Active,CLM9451,2024-04-23,12271.22,Approved,No
CUST1452,37,Male,kwazulu-natal,37182.49,2021-01-09,POL5452,HOME,801.71,Active,CLM9452,19/09/2024,34255.2,Rejected,Yes
CUST1453,38, FEMALE ,Mpumalanga,44575.82,2022-05-26,POL5453,Health,2063.98,Active,CLM9453,2024-02-10,18045.33,Approved,No
 ,42,Female,Free State,8302.79,2023-12-29,POL5454,home ,1101.35, Active ,CLM9454,2024-02-16,13564.29,Rejected,No
CUST1455,38,Male,North West,37235.1,02-02-2022,POL5455,Health,1651.14,Active,CLM9455,2024-04-05,9387,Approved,No
CUST1456,34,Male,KwaZulu Natal,20997.23,17/02/2021,POL5456,Health,3082.04,Cancelled,CLM9456,2025-01-29,27678.7,Approved,No
CUST1457,18,Female,,38432.11,2023-10-14,POL5457,Auto,1396.96,Active,CLM9457,2024-06-12,27705.42,Approved,No
CUST1458,37,Female,Eastern Cape, 18876.55 ,2020/02/29,POL5458,Auto,581.97,Active,CLM9458,2024-01-30,4870.83,Approved,No
CUST1459,36,Male,EC,26015.39,09-11-2023,POL5459,Funeral,493.46,active,CLM9459,2024-02-17,4982.78,Approved,No
CUST1460,30,Female,Gauteng,18738.42,2022-05-14,POL5460,Home,1324.76,Active,CLM9460,2025-08-13,41504.72,Rejected,Yes
 ,53,Female,KwaZulu-Natal,"R 30,946.95",26-Dec-2021,POL5461,Health,3600.54,Active,CLM9461,2025-11-10,25513.51,Approved,No
CUST1462,34,Male,Gauteng,4603.62,2022-06-15,POL5462,Auto,"R 2,062.56",Canceled,CLM9462,2025-04-25,21862.91,Approved,No
CUST1463,39,Male,Eastern Cape,42684.1,03-Feb-2024,POL5463,Health,2565.07,Active,CLM9463,2025-06-03,12251.93,approved,
CUST1464,42,Female,Free State,14025.03,2023-01-05,POL5464,Home,1431.46,active,CLM9464,2025-08-09,9821.88,Approved,No
CUST1465,59, FEMALE ,Eastern Cape,42322.79,2023-05-24,POL5465,Health,2334.68,CANCELLED,CLM9465,2024-01-19,21489.16,Rejected,No
CUST1466,30,Male,Gauteng,33357.15,2023-12-31,POL5466,home ,1475.5,Lapsed,CLM9466,2025-10-14,23433.5,Pending,No
CUST1467,43,Male,Eastern Cape,31088,2021-12-30,POL5467,Funeral,429.14,Active,CLM9467,2024-08-16,500.0,Approved,No
CUST1468,37, FEMALE ,North West,23435.83,2024-07-12,POL5468,Home,,Active,CLM9468,2024-08-15,"R 29,933.73",Rejected,No
CUST1469,30,Female,North West,33135.4,2022-01-06,POL5469,Home,1734.3,Active,CLM9469,2024-05-23,21922.89,Approved,No
CUST1470,47,Male,Limpopo,20166.35,23/07/2022,POL5470,Auto,358.44,Lapsed,CLM9470,2024-07-14,32898,Rejected,Yes
CUST1471,37,Male,Eastern Cape,43795.36,2025/04/17,POL5471,Health,1616.52,Active,CLM9471,2025-05-25,11561.77,Approved,No
CUST1472,33,Male,Free State,7892.45,2020-07-15,POL5472,Home,2200.25,Active,CLM9472,2024-06-30,"R 10,172.38",Approved,No
CUST1473,40,Male,KwaZulu-Natal,46832.07,2023-03-06,POL5473,Health,1800.82,Active,CLM9473,2025-05-31,7486.43,Rejected,No
CUST1474,25,Male,Mpumalanga,25644.37,2023-07-09,POL5474,Health,1052.12,Active,CLM9474,05-16-2024,8800.8,Approved,0
CUST1475,38,Female,North West,24959.78,2023-04-22,POL5475,Home, 661.39 ,Cancelled,CLM9475,2024/07/24,27044.2,Approved,No
CUST1476,48,Female,North West,33572.68,2021-08-05,POL5476,Funeral,416.71,active,CLM9476,2024-07-01,10376.97,Approved,No
CUST1477,34,Female,,10992.71,2023-06-14,POL5477,Home,"1,576.37",Active,CLM9477,2025-11-14, 19111.01 ,Approved,No
CUST1478,45,Female,Free State,47768.38,2024-01-11,POL5478,Home,1153.34,Active,CLM9478,2024-05-28,21393.5,Approved,No
CUST1479,38,male,Mpumalanga,"14,330.40",2023-10-20,POL5479,Home,989.81,Active,CLM9479,2024-09-13,19776.0,Approved,No
CUST1480,39,Female,Limpopo,35233.02,2020-10-01,POL5480,Home,1456.52,Active,CLM9480,14-Apr-2024,"48,661.24",REJECTED,No
CUST1481,46,Male,Free State,16294.72,2020-11-02,POL5481,Auto, 1457.80 ,Lapsed,CLM9481,2024-10-21,,Rejected,No
CUST1482,37,Female,Free State,36275.91,2025-03-01,POL5482,Health,3265.35,Lapsed,CLM9482,2025/07/19,14379.7,Rejected,Yes
CUST1483,73,Female,Limpopo,24385.55,2022-07-03,POL5483,FUNERAL,301,ACTIVE,CLM9483,2025-08-25,"11,833.94",APPROVED,No
CUST1484,68,Male,Limpopo,24770.74,2023-06-21,POL5484,Health,2965.17,Active,CLM9484,2024-07-10,5481.95,Approved,No
CUST1485,39,male,Free State,"R 31,760.31",2021-02-03,POL5485,Auto,959.81,Active,CLM9485,2024-06-13,18326.57,Approved,N
CUST1486,26,Male,NW,"R 39,487.75",2021-06-23,POL5486,Health,1847.98,CANCELLED,CLM9486,2024-11-26,14866.76,Approved,Yes
CUST1487,46,Female,Eastern Cape,20367.39,2024-02-14,POL5487,Home,1345.57,Active,CLM9487,2025-12-25,9420.9,Approved,No
CUST1488,18,Male,KwaZulu-Natal,20747.03,2024-07-14,POL5488,Home,2152.61,Active,CLM9488,2025-02-17,,Approved,No
CUST1489,31,Male,North West,22588.42,2022-09-05,POL5489,Health,"R 2,224.99",Active,CLM9489,25/09/2025,500.0,pending,No
CUST1490,18,Male,KwaZulu-Natal,47494.38,2022-02-26,POL5490,Life,580,Active,CLM9490,2025-09-20,38685.99,Rejected,No
CUST1491,23,Male,North West,"R 6,715.98",2021-08-10,POL5491,Health,2704.04,Lapsed,CLM9491,2024-09-19,11438.24,Approved,No
CUST1492,29,Male,north west,"22,568.49",2021-02-04,POL5492,Life,1367.84,Active,CLM9492,2024-10-30,52309.01, Approved ,No
CUST1493,47,Male,KwaZulu-Natal,3500.0,04/06/2020,POL5493,Motor,1576.06,Cancelled,CLM9493,2024/01/08,18778.89,Approved,Yes
CUST1494,51,Male,,33645.84,2021-07-06,POL5494,Home,558.68,Active,CLM9494,2025-03-21,40934.78,Rejected,No
CUST1495,24,M,Western Cape,38799.63,2023-10-27,POL5495,Auto,1350.39,Active,CLM9495,2024-03-16,29076.21,Rejected,Yes
CUST1496,31,Male,Limpopo, 39334.32 ,2022-08-17,POL5496,Funeral,296.52,ACTIVE,CLM9496,2025-02-18,5746.93,Approved,NO
CUST1497,54,Female,kwazulu-natal,29763,21-Apr-2025,POL5497,Life,1034.49,Active,CLM9497,2025-08-22,6232.85, Approved ,No
CUST1498,57,Male,North West,36723.22,2021-05-12,POL5498,Funeral,588.96,Active,CLM9498,2024-11-04,14245.55,Rejected,Yes
CUST1499,43, FEMALE ,Free State,"22,484.19",2024-03-07,POL5499,Health,2284,Active,CLM9499,2025-06-30,-899.99,Approved,No
CUST1500,26,Female,Mpumalanga,"R 19,166.97",2023-08-23,POL5500,Funeral,R 311.46,Active,CLM9500,2025-10-25,16679.22,Approved, no 
CUST1501,41,Male,Western Cape,"43,318.51",2022-05-10,POL5501,Auto, 1517.65 ,Active,,2025-07-04,"R 27,157.29",APPROVED,No
CUST1502,35,Female,Limpopo,29632.1,2021/06/15,POL5502,Property,1335.8,Cancelled,CLM9502,2025-02-26,8878.08,Approved,No
CUST1503,48,Male,Western Cape, 4270.37 ,2023-03-23,POL5503,Auto,1637.08,Active,CLM9503,2024-04-27,14617.13,Approved,No
CUST1504,24,Male,eastern cape,"15,945.30",2024-01-26,POL5504,Life,R 859.22,Active,CLM9504,2024-09-13,63461.38,Approved,Yes
CUST1505,39,Female,North West,"R 38,114.26",2025-04-07,POL5505,Auto,1222.15,Active,CLM9505,2025-09-26,28423.59,approved,No
CUST1506,41,,Eastern Cape,34338.59,2024-09-13,POL5506,Health,1637.51,Active,CLM9506,2025-08-21,24389.11,Approved,No
CUST1507,37,Female,North West,23337.47,2020-12-11,POL5507,Funeral,,Active,CLM9507,2024-08-14,18429,Approved,No
CUST1508,26,Female,Western Cape,29224.63,2023-02-27,POL5508,Life,803.04,Active,CLM9508,2025-04-01,64131,Approved,No
CUST1509,44,Female,KwaZulu-Natal, 17825.61 ,2021-04-16,POL5509,Auto,1714.33,Active,CLM9509,2024-05-23,8205.26,Rejected,No
CUST1510,37,M,KwaZulu-Natal,30068.58,21-Apr-2022,POL5510,Funeral,490.62,Lapsed,CLM9510,2025-08-18,10715.55,Approved,NO
CUST1511,59,Male,Gauteng,28487.31,2021-07-29,POL5511,Life,"1,222.48",Active,CLM9511,2025-04-28,44173.28,Pending,No
CUST1512,45,F,free state,24918.41,2023-12-25,POL5512,AUTO,1372.28,Active,CLM9512,2024-10-24,"9,604.67",Rejected,No
CUST1513,37,Male,Free State,15147.73,10-20-2021,POL5513,Health,1161.23, Active ,CLM9513,2025-09-20, 24635.50 ,Approved,Yes
CUST1514,37,Female,WC,"R 34,137.78",2021-08-13,POL5514,Motor,"R 1,040.60",Cancelled,CLM9514,29-May-2024,15498.58,Approved,No
CUST1515,49,Male,Limpopo,23723.77,2024-05-02,POL5515,Home,1263.04,Active,CLM9515,2024-08-27,38996.0, Approved ,No
CUST1516,31,,Free State,41405.52,03-Dec-2023,POL5516,Health,2010.33,Active,CLM9516,2025-10-26,7581.91,Approved,No
CUST1517,26,Female,Mpumalanga,50149.63,2022-12-06,POL5517,Life,934.18,Active,CLM9517,2025-01-22,21517.39,Approved,No
CUST1518,39,Male,Mpumalanga,"R 11,246.68",2022-12-22,POL5518,Health,2922.06,Cancelled,CLM9518,2024-12-27, 16166.05 ,approved,No
CUST1519,48,Female,Gauteng, 19156.88 ,2021-04-01,POL5519,Life,903.99,active,CLM9519,2024-03-19,45945,Approved,No
CUST1483,73,Female,Limpopo,24385.55,2022-07-03,POL5483,Funeral,300.74,Active,CLM9483,25/08/2025,11833.94,Approved,No
CUST1115,46,Female,free state,21169.24,2023-06-21,POL5115,Auto, 2105.06 ,Active,CLM9115,2024-07-03,32834.36,Approved,NO
CUST1256,41, male ,Free State, 50846.00 ,14/11/2022,POL5256,Health,3190.84,Lapsed,CLM9256,2025/01/21,21604.25,Approved,
CUST1514,37,Female,western cape,34137.78,2021-08-13,POL5514,Auto,1040.6,cancelled,CLM9514,2024-05-29,15498.58,Approved,No
CUST1068,41,Female,Gauteng,40454.83,25/11/2020,POL5068,home ,"R 2,234.21",Active,CLM9068,2024-08-17,44954.87,Pending,Yes
CUST1277,51,Male,KwaZulu-Natal,34652.35,2024-04-21,POL5277,Funeral,459.65,Active,CLM9277,2025/02/26,5947.23,Rejected,No
CUST1510,37,M,kwazulu-natal,30069,2022-04-21,POL5510,Funeral,490.62,Lapsed,CLM9510,2025-08-18,10715.55,Approved,No
CUST1324,40,Male,Eastern Cape,39894.57,2024-05-13,POL5324,Life,750,Cancelled,CLM9324,2025/10/31, 57789.88 ,Approved,Yes
CUST1044,41,Male,FS,15339.57,2023-04-01,POL5044,Funeral,271.78,Lapsed,CLM9044,2025-04-16,10538.65,Approved,Yes
CUST1039,33,Female,Gauteng,19938.54,2021-04-11,POL5039,Auto,"1,253.73",Cancelled,CLM9039,2024-06-01,15634.16,Rejected,Yes
CUST1495,24,male,WC,38799.63,2023-10-27,POL5495,Auto,1350.39,Active,CLM9495,2024-03-16, 29076.21 ,Rejected,YES
CUST1042,31, male ,Western Cape,21180.24,12-25-2022,POL5042,Funeral,R 382.45,Lapsed,CLM9042,26/01/2024,18532.35,Rejected,No
CUST1501,41,Male,Western Cape,43318.51,2022-05-10,POL5501,Auto,1517.65,Active,CLM9501,2025-07-04,"27,157.29",Approved,0
CUST1459,36,Male,Eastern Cape,26015,2023-09-11,POL5459,Funeral,493.46,Active,CLM9459,2024-02-17,"4,982.78",Approved,NO
CUST1379,43,Male,Free State,24765.03,2023/05/08,POL5379,Property,1165,Active,CLM9379,2025-05-11,"19,548.25",Approved,No
CUST1368,41,Male,Western Cape,3500.0,2021-11-10,POL5368,Home,"R 1,111.28",Active,CLM9368,2024-06-17,30204.44,Approved,No
CUST1497,54,Female,KwaZulu-Natal,29762.62,2025-04-21,POL5497,Life,1034.49,Active,CLM9497,08-22-2025,6232.85,Approved,No
CUST1251,24,Female,kwazulu-natal,8440.35,2024-03-14,POL5251,Funeral,295.86,Active,CLM9251,2025/06/01,20923.4,REJECTED,No
CUST1381,47,Female,North West,,2022-10-23,POL5381,Home,2419.24,Cancelled,CLM9381,2024-04-12,25929,Pending,No
CUST1193,48,,Mpumalanga,19358.46,2023-04-26,POL5193,Health,"1,439.91",Lapsed,CLM9193,2024-12-05,11955.23,REJECTED,Yes
CUST1191,39,Male,WC,16684.28,2023-08-12,POL5191,Auto,1059.34,Active,CLM9191,2024-10-27,,Approved,No
CUST1213,18,Male,KwaZulu-Natal,28047.26,24/07/2024,POL5213,Auto,1464.74,Active,CLM9213,10-28-2025,20426.15,Approved,No
CUST1283,44,male,KwaZulu-Natal,48847.58,2025-08-26,POL5283,Health,1857.36,Active,CLM9283,2025-10-14,15487.8,Approved,N
CUST1003,41,Female,western cape,3500.0,2024-06-10,POL5003,Auto,885.13,Active,CLM9003,2025-01-24,15139.51,Approved,No
CUST1050,47,Male,Mpumalanga,"R 15,089.69",2024-03-19,POL5050,Life,1053,Active,CLM9050,2025-12-14,71928.8,Approved,No
CUST1243,37,Female,WC,"37,361.17",2022-05-19,POL5243,Funeral,R 326.64,Active,CLM9243,2024-04-25,15288.28,APPROVED,1
CUST1425,50,M,western cape,35023.59,2021-03-03,POL5425,Life,1050.06,Active,CLM9425,2024-11-08, 46459.49 ,APPROVED,No
CUST1321,53,Female,Eastern Cape, 12499.80 ,12-24-2020,POL5321,health ,2009.22,Lapsed,CLM9321,2024-03-25,8384.41,Approved,Yes
CUST1514,37,Female,WC,"R 34,137.78",2021-08-13,POL5514,Motor,"R 1,040.60",Cancelled,CLM9514,29-May-2024,15498.58,Approved,No
CUST1403,33,Female,EC, 17377.29 ,2023-12-20,POL5403,Funeral,432.27, Active ,CLM9403,2025/01/31,10823.2,Approved,No
